lead_id,created_at,vertical,traffic_source,sub_id,state,cpl,status,buyer,sold_price,return_reason
L003941,2026-06-23 8:34,windows,native,nt_01,GA,15.18,sold,BuyerB,27.35,
L003942,2026-06-23 7:05,windows,facebook,fb_08,PA,20.1,sold,BuyerB,27.47,
L003943,2026-06-23 11:13,windows,google,g_02,GA,28.46,sold,BuyerB,30.43,
L003944,2026-06-23 13:00,windows,facebook,fb_04,FL,20.01,sold,BuyerF,26.91,
L003945,2026-06-23 21:18,windows,facebook,fb_07,GA,23.16,sold,BuyerB,26.52,
L003946,2026-06-23 14:04,windows,facebook,fb_02,CA,20.58,unsold,,,
L003947,2026-06-23 12:16,roofing,google,g_04,TX,29.59,sold,BuyerC,52.24,
L003948,2026-06-23 18:16,roofing,facebook,fb_04,VA,21.2,returned,BuyerA,36.86,duplicate
L003949,2026-06-23 17:14,windows,facebook,fb_05,WY,20.59,unsold,,,
L003950,2026-06-23 17:54,roofing,native,nt_01,GA,21.72,sold,BuyerC,52.75,
L003951,2026-06-23 6:23,bathroom,facebook,fb_08,PA,30.23,sold,BuyerB,40.68,
L003952,2026-06-23 17:25,roofing,native,nt_02,PA,19.9,sold,BuyerA,35.77,
L003953,2026-06-23 14:49,roofing,facebook,fb_02,MI,26.09,sold,BuyerA,35,
L003954,2026-06-23 13:56,roofing,native,nt_01,IL,23.64,sold,BuyerA,36.13,
L003955,2026-06-23 7:15,roofing,facebook,fb_01,FL,23.04,returned,BuyerC,54.36,bad_number
L003956,2026-06-23 19:59,roofing,google,g_02,NC,30.25,sold,BuyerA,35.5,
L003957,2026-06-23 14:06,roofing,facebook,fb_01,TN,24.1,sold,BuyerA,34.93,
L003958,2026-06-23 12:40,roofing,google,g_03,TN,38.68,sold,BuyerA,36.5,
L003959,2026-06-23 8:21,bathroom,facebook,fb_03,FL,27.23,sold,BuyerE,40.54,
L003960,2026-06-23 16:25,windows,google,g_03,PA,29.65,sold,BuyerB,27.38,
L003961,2026-06-23 6:26,windows,native,nt_01,PA,15.2,sold,BuyerB,27.05,
L003962,2026-06-23 10:11,bathroom,native,nt_01,GA,23.13,sold,BuyerB,45.1,
L003963,2026-06-23 14:26,roofing,facebook,fb_03,CA,24.42,sold,BuyerD,37.26,
L003964,2026-06-23 8:01,roofing,facebook,fb_07,AZ,22.52,sold,BuyerD,29.49,
L003965,2026-06-23 20:39,bathroom,facebook,fb_07,FL,27.83,sold,BuyerB,45.23,
L003966,2026-06-23 9:38,bathroom,facebook,fb_08,NC,27.92,unsold,,,
L003967,2026-06-23 10:18,bathroom,facebook,fb_04,OH,28.24,returned,BuyerE,44.17,bad_number
L003968,2026-06-23 10:28,bathroom,google,g_03,CA,38.74,returned,BuyerB,40.99,no_answer
L003969,2026-06-23 8:21,bathroom,google,g_02,PA,33.32,sold,BuyerB,41.94,
L003970,2026-06-23 10:20,bathroom,facebook,fb_03,NC,25.8,sold,BuyerE,39.15,
L003971,2026-06-23 19:12,roofing,facebook,fb_03,AZ,23.81,returned,BuyerA,35.82,duplicate
L003972,2026-06-23 18:42,roofing,facebook,fb_02,CO,25.15,sold,BuyerA,38.28,
L003973,2026-06-23 6:06,windows,google,g_03,NY,23.99,sold,BuyerB,28.31,
L003974,2026-06-23 18:53,windows,facebook,fb_04,TX,20.21,sold,BuyerB,30.47,
L003975,2026-06-23 16:05,roofing,facebook,fb_03,NY,22.61,unsold,,,
L003976,2026-06-23 12:13,bathroom,facebook,fb_04,NY,28.17,sold,BuyerB,41.95,
L003977,2026-06-23 9:26,roofing,facebook,fb_04,OH,22.6,sold,BuyerA,43.49,
L003978,2026-06-23 14:03,roofing,facebook,fb_01,IN,22.9,sold,BuyerA,38.59,
L003979,2026-06-23 13:49,bathroom,facebook,fb_07,AZ,30.2,sold,BuyerB,38.61,
L003980,2026-06-23 13:52,roofing,facebook,fb_08,AZ,22.66,sold,BuyerA,33.55,
L003981,2026-06-23 13:43,roofing,facebook,fb_02,AZ,24.01,returned,BuyerD,30.75,no_answer
L003982,2026-06-23 18:58,windows,native,nt_02,MT,16.15,sold,BuyerF,28.68,
L003983,2026-06-23 13:17,roofing,facebook,fb_05,AZ,20.46,returned,BuyerD,37.13,not_homeowner
L003984,2026-06-23 6:50,roofing,facebook,fb_02,CA,23.83,sold,BuyerD,35.51,
L003985,2026-06-23 14:23,roofing,native,nt_01,OH,17.97,sold,BuyerA,35.12,
L003986,2026-06-23 9:40,bathroom,facebook,fb_01,GA,23.68,sold,BuyerB,44.54,
L003987,2026-06-23 15:47,roofing,google,g_04,GA,32.12,sold,BuyerA,39.01,
L003988,2026-06-23 10:19,roofing,google,g_04,OH,27.76,sold,BuyerA,39,
L003989,2026-06-23 10:56,roofing,facebook,fb_04,FL,19.56,sold,BuyerC,53.4,
L003990,2026-06-23 19:39,bathroom,facebook,fb_03,CA,30.87,sold,BuyerB,42.92,
L003991,2026-06-23 18:57,roofing,facebook,fb_06,CA,23.03,sold,BuyerA,35.3,
L003992,2026-06-23 15:20,windows,facebook,fb_05,ID,23.25,unsold,,,
L003993,2026-06-23 17:27,bathroom,facebook,fb_07,IL,23.75,returned,BuyerE,37.37,bad_number
L003994,2026-06-23 6:40,bathroom,native,nt_01,CA,25.09,sold,BuyerB,43.61,
L003995,2026-06-23 14:02,roofing,facebook,fb_04,CA,24.24,sold,BuyerD,33.09,
L003996,2026-06-23 12:20,roofing,facebook,fb_05,MT,20.69,returned,BuyerA,33.71,bad_number
L003997,2026-06-23 14:25,roofing,facebook,fb_02,MI,22.22,sold,BuyerD,37.23,
L003998,2026-06-23 12:04,roofing,google,g_01,NJ,35.19,sold,BuyerA,36.6,
L003999,2026-06-23 16:43,bathroom,facebook,fb_03,TX,29.77,sold,BuyerB,44.91,
L004000,2026-06-23 8:37,bathroom,facebook,fb_06,AZ,25.52,sold,BuyerB,45.34,
L004001,2026-06-23 18:00,windows,facebook,fb_03,IN,16.99,sold,BuyerB,29.18,
L004002,2026-06-23 15:12,bathroom,facebook,fb_02,FL,24.87,sold,BuyerB,47.59,
L004003,2026-06-23 6:04,roofing,facebook,fb_08,NC,17.45,sold,BuyerD,33.76,
L004004,2026-06-23 8:02,bathroom,facebook,fb_08,PA,21.25,sold,BuyerB,42.88,
L004005,2026-06-23 10:39,roofing,facebook,fb_04,MO,23.74,sold,BuyerD,38.61,
L004006,2026-06-23 14:49,roofing,google,g_04,CA,32.98,sold,BuyerA,33.17,
L004007,2026-06-23 9:10,bathroom,google,g_02,NJ,38.96,sold,BuyerE,40.62,
L004008,2026-06-23 12:31,windows,facebook,fb_01,FL,20.19,returned,BuyerB,28.75,not_homeowner
L004009,2026-06-23 9:32,roofing,google,g_02,TX,23.5,returned,BuyerD,32.25,duplicate
L004010,2026-06-23 10:27,roofing,google,g_03,AZ,28.39,sold,BuyerD,32.82,
L004011,2026-06-23 7:39,roofing,facebook,fb_07,CA,22.39,sold,BuyerD,34.22,
L004012,2026-06-23 9:16,windows,google,g_04,TN,29.76,sold,BuyerB,30.13,
L004013,2026-06-23 12:37,bathroom,facebook,fb_07,MO,29.08,returned,BuyerE,36.42,no_answer
L004014,2026-06-23 13:24,windows,facebook,fb_03,IL,23.75,sold,BuyerB,28.39,
L004015,2026-06-23 14:34,roofing,facebook,fb_02,SC,20.92,sold,BuyerA,37.64,
L004016,2026-06-23 14:35,roofing,google,g_03,MO,34.81,sold,BuyerD,32.53,
L004017,2026-06-23 13:07,windows,facebook,fb_08,GA,19.84,returned,BuyerB,28.68,out_of_service_area
L004018,2026-06-23 7:34,roofing,facebook,fb_05,NJ,22.82,unsold,,,
L004019,2026-06-23 6:45,roofing,google,g_01,MI,28.93,sold,BuyerD,33.49,
L004020,2026-06-23 12:07,roofing,facebook,fb_01,SC,26.15,sold,BuyerD,33.88,
L004021,2026-06-23 12:17,bathroom,facebook,fb_01,NY,24.71,sold,BuyerB,43.27,
L004022,2026-06-23 13:08,roofing,facebook,fb_04,PA,24.66,sold,BuyerA,36.34,
L004023,2026-06-23 7:28,windows,google,g_02,CA,22.93,returned,BuyerB,30.99,bad_number
L004024,2026-06-23 15:53,bathroom,facebook,fb_01,NY,28.59,sold,BuyerB,47.08,
L004025,2026-06-23 16:44,windows,facebook,fb_06,IL,21.16,sold,BuyerB,27.38,
L004026,2026-06-23 9:42,windows,native,nt_01,TX,12.73,sold,BuyerB,28.74,
L004027,2026-06-23 17:10,windows,facebook,fb_04,GA,18.83,sold,BuyerF,27.95,
L004028,2026-06-23 19:42,windows,facebook,fb_07,NC,16.91,unsold,,,
L004029,2026-06-23 13:41,roofing,facebook,fb_03,MI,24.94,sold,BuyerA,38.07,
L004030,2026-06-23 13:07,roofing,google,g_02,FL,30.33,unsold,,,
L004031,2026-06-23 14:47,roofing,facebook,fb_01,CA,25.14,sold,BuyerA,32.46,
L004032,2026-06-23 16:15,windows,facebook,fb_06,FL,19.1,sold,BuyerA,28.11,
L004033,2026-06-23 9:11,windows,facebook,fb_08,CO,22.93,unsold,,,
L004034,2026-06-23 12:53,bathroom,native,nt_01,CA,25.89,sold,BuyerB,39.56,
L004035,2026-06-23 14:30,roofing,facebook,fb_07,GA,28.03,sold,BuyerC,52.74,
L004036,2026-06-23 14:54,windows,google,g_02,FL,21.1,sold,BuyerB,28.83,
L004037,2026-06-23 13:29,roofing,facebook,fb_04,SC,22.9,sold,BuyerA,35.81,
L004038,2026-06-23 10:03,roofing,facebook,fb_07,NC,19.34,sold,BuyerA,33.85,
L004039,2026-06-23 11:39,bathroom,google,g_03,NC,42.82,sold,BuyerE,39.7,
L004040,2026-06-23 13:01,bathroom,facebook,fb_08,TN,29.29,sold,BuyerB,44.54,
L004041,2026-06-23 6:17,windows,facebook,fb_05,TX,23.19,sold,BuyerB,30.54,
L004042,2026-06-23 8:31,roofing,facebook,fb_03,MO,21.68,sold,BuyerA,36.98,
L004043,2026-06-23 19:51,windows,facebook,fb_07,TX,19.39,unsold,,,
L004044,2026-06-23 13:36,windows,native,nt_01,IL,16.15,sold,BuyerB,28.29,
L004045,2026-06-23 14:09,windows,facebook,fb_01,NJ,18.73,sold,BuyerB,29.11,
L004046,2026-06-23 16:43,roofing,google,g_01,FL,31.83,sold,BuyerC,49.25,
L004047,2026-06-23 7:39,roofing,facebook,fb_04,TN,24.02,sold,BuyerD,32.54,
L004048,2026-06-23 9:08,bathroom,native,nt_01,TN,24.37,sold,BuyerE,43.36,
L004049,2026-06-23 11:28,bathroom,google,g_04,NY,43.84,sold,BuyerB,42.46,
L004050,2026-06-23 10:55,roofing,native,nt_01,MT,18.52,sold,BuyerA,36.2,
L004051,2026-06-23 12:09,bathroom,native,nt_01,FL,22.64,returned,BuyerB,42.87,out_of_service_area
L004052,2026-06-23 12:55,windows,facebook,fb_04,TX,18.15,sold,BuyerB,27.92,
L004053,2026-06-23 16:49,roofing,google,g_01,FL,27.79,sold,BuyerC,53.21,
L004054,2026-06-23 12:34,windows,native,nt_01,NY,16.9,sold,BuyerF,26.61,
L004055,2026-06-23 15:24,windows,google,g_01,MI,30.33,sold,BuyerA,25.94,
L004056,2026-06-23 12:15,roofing,facebook,fb_05,TN,28.42,sold,BuyerA,32.02,
L004057,2026-06-23 19:38,windows,facebook,fb_05,OH,17.68,unsold,,,
L004058,2026-06-23 12:45,windows,google,g_01,CA,22.89,sold,BuyerB,29.05,
L004059,2026-06-23 9:55,bathroom,google,g_04,AZ,29.39,sold,BuyerB,43.97,
L004060,2026-06-23 14:31,bathroom,facebook,fb_05,TX,22.2,sold,BuyerB,45,
L004061,2026-06-23 11:51,roofing,facebook,fb_01,FL,25.52,sold,BuyerC,51.94,
L004062,2026-06-23 15:44,roofing,facebook,fb_08,IN,21.63,sold,BuyerD,29.51,
L004063,2026-06-23 15:16,bathroom,google,g_04,CO,47.34,sold,BuyerB,41.78,
L004064,2026-06-23 16:36,windows,facebook,fb_06,CO,23.22,sold,BuyerB,28.67,
L004065,2026-06-23 13:56,windows,google,g_01,TX,30.8,sold,BuyerB,26.26,
L004066,2026-06-23 10:21,roofing,google,g_02,VA,30.1,sold,BuyerD,33.58,
L004067,2026-06-23 15:36,roofing,facebook,fb_03,CA,25.73,sold,BuyerD,33.11,
L004068,2026-06-23 19:57,roofing,google,g_02,IL,36.17,unsold,,,
L004069,2026-06-23 9:02,windows,facebook,fb_02,FL,20.49,sold,BuyerB,28.78,
L004070,2026-06-23 14:48,windows,facebook,fb_08,MO,21.45,unsold,,,
L004071,2026-06-23 11:35,windows,facebook,fb_05,VA,17.6,unsold,,,
L004072,2026-06-23 18:15,roofing,google,g_02,IL,28.44,sold,BuyerA,36.57,
L004073,2026-06-23 8:07,windows,facebook,fb_04,NC,18.1,sold,BuyerB,26.54,
L004074,2026-06-23 6:36,windows,google,g_01,CO,22.48,sold,BuyerB,30.04,
L004075,2026-06-23 13:00,roofing,google,g_04,IL,31.25,sold,BuyerA,36.07,
L004076,2026-06-23 19:46,roofing,facebook,fb_04,FL,20.67,returned,BuyerC,51.8,bad_number
L004077,2026-06-23 13:31,windows,google,g_02,IN,32.25,sold,BuyerB,28.93,
L004078,2026-06-23 16:10,roofing,native,nt_02,GA,18.76,sold,BuyerC,52.11,
L004079,2026-06-23 22:03,windows,facebook,fb_05,ID,22.33,sold,BuyerB,29.76,
L004080,2026-06-23 9:27,bathroom,google,g_04,SC,32.62,sold,BuyerB,47.33,
L004081,2026-06-24 18:55,bathroom,google,g_01,MO,34.22,unsold,,,
L004082,2026-06-24 6:25,roofing,facebook,fb_05,AZ,28.87,sold,BuyerD,32.27,
L004083,2026-06-24 17:16,roofing,facebook,fb_02,FL,26.01,sold,BuyerC,53.04,
L004084,2026-06-24 9:41,roofing,facebook,fb_04,AZ,24.47,unsold,,,
L004085,2026-06-24 14:09,bathroom,facebook,fb_07,FL,22.14,sold,BuyerE,41.96,
L004086,2026-06-24 16:54,windows,facebook,fb_06,PA,21.6,sold,BuyerB,26.07,
L004087,2026-06-24 10:33,roofing,facebook,fb_06,NC,20.59,sold,BuyerA,35.44,
L004088,2026-06-24 14:55,windows,facebook,fb_05,MT,16.77,sold,BuyerB,27.3,
L004089,2026-06-24 19:22,bathroom,native,nt_01,FL,18.87,sold,BuyerE,40.82,
L004090,2026-06-24 10:28,bathroom,facebook,fb_06,TX,22.16,sold,BuyerE,41.1,
L004091,2026-06-24 7:24,bathroom,google,g_04,NY,28.53,sold,BuyerB,45.86,
L004092,2026-06-24 15:30,windows,facebook,fb_07,TN,19.72,sold,BuyerB,27.75,
L004093,2026-06-24 9:18,roofing,facebook,fb_05,PA,17.64,sold,BuyerD,34.22,
L004094,2026-06-24 9:57,roofing,google,g_02,TX,34.53,returned,BuyerC,53.2,no_answer
L004095,2026-06-24 18:18,windows,facebook,fb_01,FL,22.41,sold,BuyerB,27.04,
L004096,2026-06-24 10:02,windows,facebook,fb_02,NY,23.48,sold,BuyerB,26.54,
L004097,2026-06-24 16:49,bathroom,native,nt_01,ND,21.71,unsold,,,
L004098,2026-06-24 14:16,bathroom,google,g_02,TX,40.9,sold,BuyerB,46.81,
L004099,2026-06-24 16:29,roofing,facebook,fb_05,ID,19.88,unsold,,,
L004100,2026-06-24 13:09,windows,google,g_01,TN,23.47,sold,BuyerB,27,
L004101,2026-06-24 13:49,roofing,facebook,fb_02,CA,26.16,sold,BuyerD,35.17,
L004102,2026-06-24 6:21,roofing,facebook,fb_05,FL,24.87,sold,BuyerC,52.99,
L004103,2026-06-24 11:01,bathroom,google,g_01,OH,47.56,unsold,,,
L004104,2026-06-24 15:28,roofing,facebook,fb_03,NC,25.22,returned,BuyerA,35.85,not_homeowner
L004105,2026-06-24 12:27,roofing,native,nt_02,OH,20.18,sold,BuyerD,37.86,
L004106,2026-06-24 15:03,bathroom,facebook,fb_07,OH,24.8,sold,BuyerB,42.09,
L004107,2026-06-24 10:04,windows,facebook,fb_06,CO,17.43,sold,BuyerF,30.38,
L004108,2026-06-24 15:33,windows,facebook,fb_07,GA,16.01,unsold,,,
L004109,2026-06-24 12:18,bathroom,facebook,fb_04,OH,31.44,sold,BuyerE,40.68,
L004110,2026-06-24 10:13,roofing,native,nt_01,AZ,20.29,sold,BuyerD,33.02,
L004111,2026-06-24 17:59,bathroom,facebook,fb_04,TX,29.06,sold,BuyerB,44.2,
L004112,2026-06-24 7:29,roofing,facebook,fb_05,MO,23.27,sold,BuyerA,36.71,
L004113,2026-06-24 13:27,bathroom,facebook,fb_01,NC,20.21,returned,BuyerE,38.39,out_of_service_area
L004114,2026-06-24 12:11,roofing,google,g_04,MO,34.76,returned,BuyerA,33.65,bad_number
L004115,2026-06-24 17:06,roofing,facebook,fb_05,FL,22.8,sold,BuyerC,53.53,
L004116,2026-06-24 6:22,roofing,google,g_03,NY,36.4,sold,BuyerA,35.58,
L004117,2026-06-24 14:02,windows,facebook,fb_06,MO,22.27,unsold,,,
L004118,2026-06-24 13:21,bathroom,facebook,fb_07,FL,29.86,sold,BuyerE,38.83,
L004119,2026-06-24 12:42,roofing,facebook,fb_01,PA,23.21,sold,BuyerD,32.89,
L004120,2026-06-24 17:48,roofing,google,g_04,GA,26.51,sold,BuyerC,51.14,
L004121,2026-06-24 19:39,roofing,facebook,fb_04,CA,24.52,sold,BuyerA,35.36,
L004122,2026-06-24 8:15,windows,google,g_03,TX,30.49,sold,BuyerB,26.87,
L004123,2026-06-24 11:00,bathroom,facebook,fb_08,FL,27.08,sold,BuyerE,40.39,
L004124,2026-06-24 14:32,bathroom,native,nt_01,FL,21.6,sold,BuyerB,44.36,
L004125,2026-06-24 6:59,windows,native,nt_02,TN,17.2,sold,BuyerB,30,
L004126,2026-06-24 14:08,windows,facebook,fb_03,MT,18.29,sold,BuyerB,29.51,
L004127,2026-06-24 9:56,bathroom,native,nt_01,PA,17.29,sold,BuyerB,40.34,
L004128,2026-06-24 12:14,roofing,google,g_01,AZ,33.52,unsold,,,
L004129,2026-06-24 9:06,bathroom,facebook,fb_02,CA,28.07,sold,BuyerB,46,
L004130,2026-06-24 20:20,roofing,facebook,fb_06,GA,21.03,sold,BuyerC,51.43,
L004131,2026-06-24 11:23,windows,google,g_02,TX,22.54,sold,BuyerB,29.9,
L004132,2026-06-24 14:58,bathroom,facebook,fb_08,NC,30.14,unsold,,,
L004133,2026-06-24 9:13,bathroom,native,nt_02,OH,22.06,sold,BuyerE,39.17,
L004134,2026-06-24 20:56,windows,google,g_04,IN,28.36,sold,BuyerB,28.68,
L004135,2026-06-24 14:09,bathroom,facebook,fb_01,GA,22.9,sold,BuyerB,43.75,
L004136,2026-06-24 10:11,windows,facebook,fb_07,NJ,18.38,returned,BuyerB,26.25,not_homeowner
L004137,2026-06-24 11:03,roofing,google,g_02,PA,30.42,sold,BuyerA,38.65,
L004138,2026-06-24 20:14,roofing,native,nt_01,TN,20.52,unsold,,,
L004139,2026-06-24 17:48,windows,facebook,fb_02,CA,20.59,sold,BuyerB,29.47,
L004140,2026-06-24 10:15,bathroom,facebook,fb_06,TX,30.99,sold,BuyerB,44.42,
L004141,2026-06-24 16:22,roofing,google,g_01,CA,26.76,sold,BuyerD,35.39,
L004142,2026-06-24 9:35,bathroom,facebook,fb_06,CO,32.85,sold,BuyerB,42.7,
L004143,2026-06-24 16:04,roofing,native,nt_02,NY,22.93,sold,BuyerD,35.59,
L004144,2026-06-24 15:34,roofing,facebook,fb_03,NJ,22.73,unsold,,,
L004145,2026-06-24 22:33,roofing,google,g_04,CA,32.09,sold,BuyerD,32.96,
L004146,2026-06-24 18:17,roofing,facebook,fb_04,GA,26.08,sold,BuyerC,52.03,
L004147,2026-06-24 16:25,roofing,facebook,fb_01,IL,21.77,sold,BuyerA,32.47,
L004148,2026-06-24 19:35,windows,facebook,fb_02,GA,16.94,sold,BuyerF,26.39,
L004149,2026-06-24 12:51,windows,google,g_03,TX,26.22,returned,BuyerB,27.15,out_of_service_area
L004150,2026-06-24 15:30,roofing,facebook,fb_06,IL,22.06,sold,BuyerD,34.92,
L004151,2026-06-24 7:24,roofing,native,nt_02,MI,15.35,sold,BuyerA,35.97,
L004152,2026-06-24 7:56,roofing,facebook,fb_08,CO,24.03,sold,BuyerA,38.05,
L004153,2026-06-24 11:32,roofing,facebook,fb_07,TX,25.7,sold,BuyerA,36.32,
L004154,2026-06-24 10:11,roofing,facebook,fb_01,OH,20.4,sold,BuyerD,36.25,
L004155,2026-06-24 12:32,bathroom,google,g_02,CA,39.45,sold,BuyerB,45.65,
L004156,2026-06-24 19:40,roofing,facebook,fb_02,TX,26.48,sold,BuyerC,52.29,
L004157,2026-06-24 15:31,roofing,google,g_03,PA,39.07,sold,BuyerA,36.67,
L004158,2026-06-24 8:41,bathroom,google,g_04,TN,31.77,sold,BuyerE,39.45,
L004159,2026-06-24 11:23,roofing,google,g_04,NC,28.39,sold,BuyerA,35.11,
L004160,2026-06-24 10:35,bathroom,facebook,fb_02,GA,30.69,returned,BuyerB,41.33,duplicate
L004161,2026-06-24 15:27,windows,facebook,fb_07,TX,19.1,sold,BuyerB,29.62,
L004162,2026-06-24 8:16,bathroom,facebook,fb_04,NY,26.26,sold,BuyerB,42.5,
L004163,2026-06-24 11:19,roofing,google,g_02,FL,28.76,sold,BuyerC,52.84,
L004164,2026-06-24 19:10,windows,facebook,fb_06,SC,19.46,sold,BuyerB,30.85,
L004165,2026-06-24 11:14,roofing,facebook,fb_01,NJ,24.12,returned,BuyerD,31.39,not_homeowner
L004166,2026-06-24 14:42,windows,google,g_03,TX,26.01,sold,BuyerB,27.25,
L004167,2026-06-24 14:55,roofing,facebook,fb_05,FL,20.39,sold,BuyerC,51.07,
L004168,2026-06-24 17:24,windows,native,nt_02,AZ,14.69,sold,BuyerB,29.15,
L004169,2026-06-24 16:43,windows,facebook,fb_05,SC,15.25,sold,BuyerB,28.46,
L004170,2026-06-24 12:17,roofing,google,g_02,NC,28.9,sold,BuyerA,38.85,
L004171,2026-06-24 10:25,windows,google,g_01,NY,28.48,sold,BuyerB,30.16,
L004172,2026-06-24 12:35,windows,google,g_03,TX,25.17,sold,BuyerB,30.54,
L004173,2026-06-24 11:47,roofing,google,g_04,IL,24.72,sold,BuyerD,34.46,
L004174,2026-06-24 9:39,roofing,facebook,fb_03,CA,22.55,sold,BuyerD,33.62,
L004175,2026-06-24 23:21,bathroom,facebook,fb_07,VA,27.25,sold,BuyerB,38.48,
L004176,2026-06-24 19:24,roofing,facebook,fb_03,TX,18.39,sold,BuyerC,49.37,
L004177,2026-06-24 17:33,roofing,facebook,fb_02,NY,21.6,sold,BuyerA,33.44,
L004178,2026-06-24 12:39,windows,google,g_01,FL,29.89,sold,BuyerF,28.06,
L004179,2026-06-24 8:12,windows,facebook,fb_03,ND,17.08,returned,BuyerB,26.8,bad_number
L004180,2026-06-24 19:24,roofing,facebook,fb_02,CA,23.71,sold,BuyerA,36.73,
L004181,2026-06-24 10:11,bathroom,google,g_01,GA,36.81,sold,BuyerB,44,
L004182,2026-06-24 14:40,bathroom,facebook,fb_03,IN,30.47,sold,BuyerE,42.95,
L004183,2026-06-24 14:09,windows,facebook,fb_01,GA,21.62,unsold,,,
L004184,2026-06-24 19:57,roofing,facebook,fb_03,VA,25.11,sold,BuyerA,33.16,
L004185,2026-06-24 13:47,roofing,facebook,fb_04,TX,23.13,sold,BuyerC,52.46,
L004186,2026-06-24 17:22,windows,facebook,fb_04,WY,18.01,unsold,,,
L004187,2026-06-24 10:53,windows,facebook,fb_01,NJ,24.25,sold,BuyerB,26.14,
L004188,2026-06-24 10:08,roofing,native,nt_02,OH,17.93,unsold,,,
L004189,2026-06-24 12:25,bathroom,google,g_03,NJ,45.66,sold,BuyerB,47,
L004190,2026-06-24 10:11,roofing,facebook,fb_05,OH,26.82,sold,BuyerD,32.07,
L004191,2026-06-24 14:41,roofing,google,g_04,NC,25.61,sold,BuyerA,34.48,
L004192,2026-06-24 9:15,roofing,facebook,fb_02,CA,20.98,sold,BuyerA,37.2,
L004193,2026-06-24 6:37,windows,facebook,fb_03,PA,20.76,sold,BuyerB,27.72,
L004194,2026-06-24 8:07,bathroom,google,g_04,TX,37.14,sold,BuyerE,45.26,
L004195,2026-06-24 16:23,roofing,google,g_01,AZ,30.96,sold,BuyerD,35.4,
L004196,2026-06-24 13:11,windows,facebook,fb_08,MT,21.73,sold,BuyerB,30.05,
L004197,2026-06-24 15:19,bathroom,facebook,fb_07,FL,24.36,unsold,,,
L004198,2026-06-24 9:43,windows,facebook,fb_07,NC,18.01,sold,BuyerF,27.15,
L004199,2026-06-24 21:05,windows,google,g_02,IN,21.91,sold,BuyerB,29.55,
L004200,2026-06-24 13:13,roofing,google,g_02,IL,34.34,sold,BuyerA,37.08,
L004201,2026-06-24 6:27,bathroom,facebook,fb_08,FL,27.32,sold,BuyerB,44.55,
L004202,2026-06-24 9:27,windows,facebook,fb_06,MI,23.5,sold,BuyerB,29.09,
L004203,2026-06-24 7:33,roofing,facebook,fb_02,NC,26.22,sold,BuyerD,30.44,
L004204,2026-06-24 18:45,windows,facebook,fb_01,OH,19.38,sold,BuyerA,28.89,
L004205,2026-06-24 13:04,roofing,facebook,fb_04,NJ,28.18,sold,BuyerD,34.05,
L004206,2026-06-24 17:32,bathroom,google,g_04,IN,28.68,sold,BuyerB,43.03,
L004207,2026-06-24 16:57,windows,google,g_04,AZ,25.52,sold,BuyerF,26.08,
L004208,2026-06-24 12:11,bathroom,facebook,fb_02,CO,27.09,sold,BuyerB,45.06,
L004209,2026-06-24 12:28,roofing,google,g_02,TN,30.85,sold,BuyerA,34.07,
L004210,2026-06-24 11:41,roofing,facebook,fb_07,NC,30.31,sold,BuyerA,36.94,
L004211,2026-06-24 9:58,bathroom,google,g_01,NC,37.24,sold,BuyerE,40.95,
L004212,2026-06-24 13:12,roofing,facebook,fb_04,PA,29.5,sold,BuyerA,35.25,
L004213,2026-06-24 18:58,roofing,google,g_03,NY,33.25,sold,BuyerD,34.03,
L004214,2026-06-24 13:26,bathroom,facebook,fb_03,GA,24.74,sold,BuyerE,42.54,
L004215,2026-06-24 17:41,bathroom,facebook,fb_07,TX,23.72,sold,BuyerE,38.86,
L004216,2026-06-24 14:43,bathroom,google,g_01,TX,28.51,sold,BuyerE,39.12,
L004217,2026-06-24 15:00,roofing,facebook,fb_02,ID,21.48,returned,BuyerA,38.01,not_homeowner
L004218,2026-06-24 15:36,roofing,google,g_03,CA,39.57,sold,BuyerA,37.84,
L004219,2026-06-24 15:57,windows,facebook,fb_04,NC,22.13,sold,BuyerB,29.71,
L004220,2026-06-24 12:08,roofing,facebook,fb_02,OH,23.09,sold,BuyerD,32.82,
L004221,2026-06-24 9:53,roofing,google,g_01,TN,29.89,sold,BuyerD,32.49,
L004222,2026-06-24 14:33,roofing,facebook,fb_06,ID,25.72,sold,BuyerD,31.81,
L004223,2026-06-24 9:08,roofing,facebook,fb_03,AZ,25.95,sold,BuyerA,38.01,
L004224,2026-06-24 6:18,roofing,facebook,fb_03,OH,23.86,unsold,,,
L004225,2026-06-24 10:03,roofing,facebook,fb_05,GA,24.09,sold,BuyerC,50.93,
L004226,2026-06-24 17:02,roofing,facebook,fb_07,VA,21.4,sold,BuyerD,36.26,
L004227,2026-06-24 17:42,roofing,facebook,fb_06,PA,28.74,sold,BuyerD,35.63,
L004228,2026-06-24 6:42,windows,facebook,fb_05,MI,18.34,sold,BuyerB,30.22,
L004229,2026-06-24 17:43,bathroom,facebook,fb_06,MT,26.21,sold,BuyerE,41.58,
L004230,2026-06-24 15:09,bathroom,facebook,fb_05,GA,27.28,sold,BuyerB,43.68,
L004231,2026-06-24 13:19,roofing,facebook,fb_03,FL,26.22,sold,BuyerC,52.32,
L004232,2026-06-24 11:13,bathroom,facebook,fb_06,FL,31.32,sold,BuyerB,47.45,
